Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2000-07-18,Dhanbad Jn,03:00,03:00,03:05,03:05,199,123.1,Heavy Rain,24.9,83.5,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-18,Howrah Jn,09:55,10:11,None,None,259,36.5,Heavy Rain,24.9,83.5,N/A,Low,4,Crossing freight train
New Delhi Rajdhani Express (12302),2000-07-19,New Delhi,None,None,16:55,16:58,N/A,N/A,Light Rain,28.3,3.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-19,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Light Rain,28.3,3.6,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-19,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Light Rain,28.3,3.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-19,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Light Rain,28.3,3.6,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-19,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Light Rain,28.3,3.6,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-19,Howrah Jn,09:55,09:56,None,None,259,37.8,Light Rain,28.3,3.6,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2000-07-20,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,26.1,60.7,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-20,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Heavy Rain,26.1,60.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,26.1,60.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-20,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heavy Rain,26.1,60.7,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-20,Dhanbad Jn,03:00,03:14,03:05,03:19,199,105.7,Heavy Rain,26.1,60.7,N/A,Low,5,Speed restriction due to heavy rainfall (60.7 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-20,Howrah Jn,09:55,10:10,None,None,259,37.8,Heavy Rain,26.1,60.7,N/A,Low,4,Speed restriction due to heavy rainfall (60.7 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-21,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,32.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-21,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Cloudy,32.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,32.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-21,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,32.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-21,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,32.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-21,Howrah Jn,09:55,09:57,None,None,259,37.8,Cloudy,32.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-22,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,26.6,41.6,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-22,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Heavy Rain,26.6,41.6,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:45,23:45,23:55,347,130,Heavy Rain,26.6,41.6,N/A,Low,4,Speed restriction due to heavy rainfall (41.6 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-22,Gaya Jn,01:15,01:26,01:20,01:31,203,130,Heavy Rain,26.6,41.6,N/A,Low,4,Speed restriction due to heavy rainfall (41.6 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-22,Dhanbad Jn,03:00,03:10,03:05,03:15,199,120.6,Heavy Rain,26.6,41.6,N/A,Low,3,Speed restriction due to heavy rainfall (41.6 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-22,Howrah Jn,09:55,10:03,None,None,259,38.1,Heavy Rain,26.6,41.6,N/A,Low,1,Speed restriction due to heavy rainfall (41.6 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-23,New Delhi,None,None,16:55,16:57,N/A,N/A,Light Rain,28.5,5.3,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-23,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Light Rain,28.5,5.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Light Rain,28.5,5.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-23,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Light Rain,28.5,5.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-23,Dhanbad Jn,03:00,03:03,03:05,03:08,199,119.4,Light Rain,28.5,5.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-23,Howrah Jn,09:55,09:56,None,None,259,38.1,Light Rain,28.5,5.3,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-24,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,29.5,30.8,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-24,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Heavy Rain,29.5,30.8,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,29.5,30.8,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-24,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heavy Rain,29.5,30.8,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-24,Dhanbad Jn,03:00,03:20,03:05,03:25,199,101.2,Heavy Rain,29.5,30.8,N/A,Low,4,Speed restriction due to heavy rainfall (30.8 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-24,Howrah Jn,09:55,10:15,None,None,259,37.9,Heavy Rain,29.5,30.8,N/A,Low,2,Speed restriction due to heavy rainfall (30.8 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-25,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,26.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-25,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Cloudy,26.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-25,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,26.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-25,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,26.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-25,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,26.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-25,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,26.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-26,New Delhi,None,None,16:55,16:55,N/A,N/A,Heavy Rain,28.9,26.2,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-26,Kanpur Central,21:00,00:07,21:05,00:12,439,61.0,Heavy Rain,28.9,26.2,N/A,High,4,Speed restriction due to heavy rainfall (26.2 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-26,Pt Deen Dayal Upadhyaya Jn,23:35,02:38,23:45,02:48,347,130,Heavy Rain,28.9,26.2,N/A,High,3,Speed restriction due to heavy rainfall (26.2 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-26,Gaya Jn,01:15,04:13,01:20,04:18,203,130,Heavy Rain,28.9,26.2,N/A,High,3,Speed restriction due to heavy rainfall (26.2 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-26,Dhanbad Jn,03:00,05:56,03:05,06:01,199,121.8,Heavy Rain,28.9,26.2,N/A,High,3,Speed restriction due to heavy rainfall (26.2 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-26,Howrah Jn,09:55,12:51,None,None,259,37.9,Heavy Rain,28.9,26.2,N/A,High,3,Speed restriction due to heavy rainfall (26.2 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-27,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,29.6,34.7,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-27,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Thunderstorm,29.6,34.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-27,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Thunderstorm,29.6,34.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-27,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Thunderstorm,29.6,34.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-27,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Thunderstorm,29.6,34.7,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-27,Howrah Jn,09:55,09:57,None,None,259,37.8,Thunderstorm,29.6,34.7,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-28,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,31.8,33.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-28,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Heavy Rain,31.8,33.9,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-28,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,31.8,33.9,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-28,Gaya Jn,01:15,01:28,01:20,01:33,203,119.4,Heavy Rain,31.8,33.9,N/A,Low,1,Speed restriction due to heavy rainfall (33.9 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-28,Dhanbad Jn,03:00,03:14,03:05,03:19,199,118.2,Heavy Rain,31.8,33.9,N/A,Low,1,Speed restriction due to heavy rainfall (33.9 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-28,Howrah Jn,09:55,10:07,None,None,259,38.1,Heavy Rain,31.8,33.9,N/A,Low,5,Speed restriction due to heavy rainfall (33.9 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-07-29,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,24.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-29,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Cloudy,24.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,24.9,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2000-07-29,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Cloudy,24.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-29,Dhanbad Jn,03:00,03:01,03:05,03:06,199,120.6,Cloudy,24.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-29,Howrah Jn,09:55,09:55,None,None,259,38.0,Cloudy,24.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-30,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,32.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-07-30,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Cloudy,32.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-30,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,32.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-30,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Cloudy,32.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-30,Dhanbad Jn,03:00,03:00,03:05,03:05,199,121.8,Cloudy,32.8,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-07-30,Howrah Jn,09:55,09:56,None,None,259,37.8,Cloudy,32.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-31,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,30.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-07-31,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Clear,30.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-31,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,30.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-07-31,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,30.5,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2000-07-31,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,30.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-07-31,Howrah Jn,09:55,09:57,None,None,259,37.7,Clear,30.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-01,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,28.8,30.0,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-01,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Heavy Rain,28.8,30.0,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-01,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,28.8,30.0,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-01,Gaya Jn,01:15,01:29,01:20,01:34,203,118.3,Heavy Rain,28.8,30.0,N/A,Low,5,Speed restriction due to heavy rainfall (30.0 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-01,Dhanbad Jn,03:00,03:11,03:05,03:16,199,123.1,Heavy Rain,28.8,30.0,N/A,Low,1,Speed restriction due to heavy rainfall (30.0 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-01,Howrah Jn,09:55,10:09,None,None,259,37.6,Heavy Rain,28.8,30.0,N/A,Low,1,Speed restriction due to heavy rainfall (30.0 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-02,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,27.5,52.6,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-02,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Thunderstorm,27.5,52.6,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-02,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Thunderstorm,27.5,52.6,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-02,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Thunderstorm,27.5,52.6,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-02,Dhanbad Jn,03:00,03:00,03:05,03:05,199,123.1,Thunderstorm,27.5,52.6,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-02,Howrah Jn,09:55,09:55,None,None,259,37.9,Thunderstorm,27.5,52.6,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-03,New Delhi,None,None,16:55,16:55,N/A,N/A,Heavy Rain,27.0,25.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-03,Kanpur Central,21:00,21:02,21:05,21:07,439,106.6,Heavy Rain,27.0,25.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-03,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,27.0,25.3,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-03,Gaya Jn,01:15,01:44,01:20,01:49,203,103.2,Heavy Rain,27.0,25.3,N/A,Medium,4,Speed restriction due to heavy rainfall (25.3 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-03,Dhanbad Jn,03:00,03:30,03:05,03:35,199,118.2,Heavy Rain,27.0,25.3,N/A,Medium,2,Speed restriction due to heavy rainfall (25.3 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-03,Howrah Jn,09:55,10:17,None,None,259,38.7,Heavy Rain,27.0,25.3,N/A,Medium,1,Speed restriction due to heavy rainfall (25.3 mm) - waterlogging risk
New Delhi Rajdhani Express (12302),2000-08-04,New Delhi,None,None,16:55,16:56,N/A,N/A,Heavy Rain,24.1,77.4,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-04,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Heavy Rain,24.1,77.4,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heavy Rain,24.1,77.4,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-04,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heavy Rain,24.1,77.4,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-04,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Heavy Rain,24.1,77.4,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2000-08-04,Howrah Jn,09:55,09:56,None,None,259,38.0,Heavy Rain,24.1,77.4,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-05,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,26.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-05,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,26.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,26.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-05,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,26.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-05,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Clear,26.1,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-05,Howrah Jn,09:55,09:57,None,None,259,37.9,Clear,26.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-06,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,25.0,30.1,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-06,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Thunderstorm,25.0,30.1,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Thunderstorm,25.0,30.1,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-06,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Thunderstorm,25.0,30.1,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-06,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Thunderstorm,25.0,30.1,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-06,Howrah Jn,09:55,09:55,None,None,259,38.0,Thunderstorm,25.0,30.1,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-07,New Delhi,None,None,16:55,16:57,N/A,N/A,Light Rain,26.7,3.3,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-07,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Light Rain,26.7,3.3,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Light Rain,26.7,3.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-07,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Light Rain,26.7,3.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-07,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Light Rain,26.7,3.3,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-07,Howrah Jn,09:55,10:13,None,None,259,36.3,Light Rain,26.7,3.3,N/A,None,4,Minor speed restriction due to rainfall (3.3 mm)
New Delhi Rajdhani Express (12302),2000-08-08,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,28.0,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-08,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Cloudy,28.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-08,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Cloudy,28.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-08,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,28.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-08,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Cloudy,28.0,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-08,Howrah Jn,09:55,09:55,None,None,259,37.9,Cloudy,28.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-09,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,24.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-09,Kanpur Central,21:00,21:03,21:05,21:08,439,106.6,Clear,24.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-09,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,24.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-09,Gaya Jn,01:15,01:19,01:20,01:24,203,130,Clear,24.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-09,Dhanbad Jn,03:00,03:02,03:05,03:07,199,121.8,Clear,24.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-09,Howrah Jn,09:55,09:55,None,None,259,38.1,Clear,24.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-10,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,27.0,37.6,N/A,None,4,None
New Delhi Rajdhani Express (12302),2000-08-10,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Thunderstorm,27.0,37.6,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-10,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Thunderstorm,27.0,37.6,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-10,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,27.0,37.6,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-10,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Thunderstorm,27.0,37.6,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-10,Howrah Jn,09:55,09:55,None,None,259,38.0,Thunderstorm,27.0,37.6,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-11,New Delhi,None,None,16:55,16:58,N/A,N/A,Light Rain,28.7,7.1,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-11,Kanpur Central,21:00,21:02,21:05,21:07,439,108.0,Light Rain,28.7,7.1,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-11,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Light Rain,28.7,7.1,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-11,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Light Rain,28.7,7.1,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-11,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Light Rain,28.7,7.1,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-11,Howrah Jn,09:55,09:56,None,None,259,37.9,Light Rain,28.7,7.1,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-12,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,30.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-12,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Cloudy,30.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-12,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Cloudy,30.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-12,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Cloudy,30.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-12,Dhanbad Jn,03:00,03:00,03:05,03:05,199,123.1,Cloudy,30.6,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2000-08-12,Howrah Jn,09:55,09:57,None,None,259,37.7,Cloudy,30.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-13,New Delhi,None,None,16:55,16:55,N/A,N/A,Cloudy,32.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-13,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Cloudy,32.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-13,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Cloudy,32.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2000-08-13,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,32.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2000-08-13,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,32.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-13,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,32.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2000-08-14,New Delhi,None,None,16:55,16:55,N/A,N/A,Heavy Rain,32.7,50.5,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-14,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Heavy Rain,32.7,50.5,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-14,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heavy Rain,32.7,50.5,N/A,None,3,None
New Delhi Rajdhani Express (12302),2000-08-14,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heavy Rain,32.7,50.5,N/A,None,2,None
